No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
841,Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1582 cc,5 Seats,"March 14, 2020"
842,Hyundai Creta 1.6 CRDi SX,8.45 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,"January 09, 2015"
843,Hyundai Creta 1.6 CRDi SX,9.25 Lakh,"75,000 kms",Diesel,Manual,2nd Owner,2016,1995 cc,5 Seats,"September 11, 2016"
844,Maruti Swift VXI,6.10 Lakh,"72,521 kms",Petrol,Manual,1st Owner,2018,1493 cc,5 Seats,"December 09, 2018"
845,BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats,"December 25, 2021"
846,Hyundai Venue SX Diesel,11.50 Lakh,"37,233 kms",Diesel,Manual,1st Owner,2020,1498 cc,5 Seats,"May 20, 2020"
847,Maruti S-Presso VXI Plus AT 2019-2022,5.50 Lakh,"2,682 kms",Petrol,Automatic,1st Owner,2020,1950 cc,5 Seats,"August 15, 2020"
848,Volkswagen Polo 1.5 TDI Trendline,4.10 Lakh,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1582 cc,5 Seats,"May 28, 2016"
849,Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,1199 cc,5 Seats,"June 23, 2021"
850,Hyundai Verna CRDi 1.6 SX Option,10.95 Lakh,"74,000 kms",Diesel,Manual,1st Owner,2019,624 cc,5 Seats,"July 20, 2019"
851,Honda Amaze S Petrol,6.40 Lakh,"25,102 kms",Petrol,Manual,1st Owner,2019,1997 cc,4 Seats,"June 23, 2019"
852,Tata Nano Cx,"60,000","16,700 kms",Petrol,Manual,2nd Owner,2010,2523 cc,5 Seats,"May 16, 2010"
853,Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,2494 cc,2 Seats,"May 12, 2020"
854,Mahindra Bolero Pik Up Extra Long FB 1.3T,8 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,7 Seats,"January 23, 2019"
855,Toyota Innova 2.5 EV (Diesel) MS 7 Seater BS IV,5.50 Lakh,"1,13,000 kms",Diesel,Manual,1st Owner,2011,4461 cc,5 Seats,"September 05, 2011"
856,Maruti Baleno 1.2 Alpha,6.50 Lakh,"37,800 kms",Petrol,Manual,1st Owner,2018,1396 cc,7 Seats,"July 01, 2018"
857,Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,2393 cc,5 Seats,"March 02, 2018"
858,Hyundai i20 Sportz 1.4 CRDi,3 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,796 cc,7 Seats,"January 25, 2012"
859,Toyota Innova Crysta 2.4 ZX 7 STR AT,30.50 Lakh,250 kms,Diesel,Automatic,1st Owner,2022,1993 cc,5 Seats,"October 24, 2022"
860,Maruti Alto LXi,1.51 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats,"November 02, 2010"
861,Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,1462 cc,5 Seats,"November 27, 2022"
862,Maruti Baleno Alpha,8.40 Lakh,"3,731 kms",Petrol,Manual,1st Owner,2021,1493 cc,6 Seats,"July 27, 2021"
863,Maruti XL6 Zeta,11.25 Lakh,"4,028 kms",Petrol,Manual,1st Owner,2021,2925 cc,7 Seats,"December 28, 2021"
864,Mahindra TUV 300 T6 Plus,6.50 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2016,998 cc,5 Seats,"August 23, 2016"
865,Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1495 cc,5 Seats,"January 18, 2014"
866,Maruti Alto K10 VXI,3.30 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,"July 03, 2019"
867,Hyundai Accent Executive LPG,1.70 Lakh,"73,000 kms",Lpg,Manual,2nd Owner,2010,2925 cc,5 Seats,"October 19, 2010"
868,Maruti Swift Dzire VDi,5.25 Lakh,"77,200 kms",Diesel,Manual,1st Owner,2014,1968 cc,7 Seats,"May 17, 2014"
869,Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,999 cc,5 Seats,"February 07, 2020"
870,Audi A6 2.0 TDI,14.50 Lakh,"1,20,000 kms",Diesel,Automatic,4th Owner,2013,1497 cc,5 Seats,"November 04, 2013"
871,Renault KWID 1.0 AMT RXT,3 Lakh,"45,200 kms",Petrol,Automatic,2nd Owner,2016,2993 cc,5 Seats,"October 06, 2016"
872,Honda City V AT,4.25 Lakh,"75,200 kms",Petrol,Automatic,1st Owner,2013,998 cc,5 Seats,"April 05, 2013"
873,BMW X5 xDrive 30d xLine,83 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2020,2179 cc,5 Seats,"June 25, 2020"
874,Maruti Alto K10 2010-2014 VXI,2 Lakh,"80,000 kms",Petrol,Manual,4th Owner,2013,1197 cc,7 Seats,"October 18, 2013"
875,Mahindra XUV500 W8 4WD,4.50 Lakh,"1,60,000 kms",Diesel,Manual,2nd Owner,2013,2967 cc,5 Seats,"January 26, 2013"
876,Maruti Swift LXI,4.75 Lakh,"65,150 kms",Petrol,Manual,1st Owner,2017,1248 cc,7 Seats,"November 07, 2017"
